1,58,Single,446.0,3.04,q,6,g,43,560.0,Yes
2,24,Single,50.0,1.5,q,0,g,280,824.0,Yes
7,22,Single,1158.5,0.04,cc,0,g,80,1349.0,Yes
14,23,Single,587.5,3.17,q,10,g,120,245.0,Yes
15,19,Single,858.5000000000001,0.75,cc,7,g,96,0.0,Yes
18,27,Single,1450.0,3.085,x,1,g,120,11.0,Yes
19,41,Single,650.0,0.5,q,3,g,145,0.0,Yes
20,15,Single,58.5,1.5,c,2,g,100,0.0,Yes
25,23,Single,1175.0,0.5,x,2,g,300,551.0,Yes
30,41,Married,204.0,0.125,q,23,g,455,1236.0,Yes
34,25,Single,50.0,0.875,c,0,g,491,0.0,Yes
44,23,Married,79.0,1.5,q,2,g,80,400.0,Yes
51,38,Single,500.0,13.5,cc,0,g,980,0.0,No
56,19,Married,58.5,0.585,aa,0,g,160,0.0,No
60,27,Single,150.0,2,m,0,s,368,0.0,No
66,49,Single,150.0,0,j,0,g,100,27.0,No
70,28,Single,354.0,0.5,i,0,g,171,0.0,No
72,22,Married,1100.0,3,q,0,g,268,0.0,No
73,28,Single,100.0,1,q,2,g,167,500.0,No
80,25,Married,1100.0,4.5,aa,0,g,120,0.0,No
82,19,Single,75.0,0.795,c,5,g,140,5.0,No
84,24,Married,104.0,0.5,ff,3,g,180,147.0,No
86,33,Single,75.0,1,k,3,g,212,0.0,No
88,25,Single,112.5,1.29,q,2,g,200,0.0,No
91,20,Single,1033.5,0.335,cc,1,g,80,50.0,Yes
94,24,Single,1250.0,1.5,aa,12,g,120,567.0,Yes
95,23,Single,900.0,8.5,q,5,g,120,0.0,Yes
99,28,Single,350.0,0.835,w,0,s,280,0.0,Yes
101,47,Single,800.0,6.5,e,6,g,375,51100.0,Yes
106,18,Single,950.0,1.625,w,6,g,40,600.0,Yes
107,31,Single,375.0,0.625,cc,9,g,181,0.0,Yes
112,46,Single,46.0,0.415,cc,11,g,440,6.0,Yes
115,28,Married,304.0,2.54,x,1,g,70,0.0,Yes
121,60,Single,1650.0,11,q,0,g,21,10561.0,Yes
122,40,Single,1000.0,1.75,q,0,g,29,837.0,Yes
124,32,Single,54.0,0.04,cc,0,g,440,11177.0,Yes
127,25,Married,254.0,0.25,aa,0,g,370,0.0,Yes
132,26,Single,866.4999999999999,1.415,aa,0,g,160,150.0,Yes
133,18,Single,925.0,1.21,q,4,g,60,540.0,Yes
135,21,Single,233.5,0.5,i,4,s,80,0.0,Yes
136,20,Single,300.0,0.165,q,3,g,100,6.0,Yes
137,22,Single,566.5,2.585,q,7,g,129,3257.0,Yes
139,28,Single,104.0,2.5,c,5,g,300,1430.0,Yes
148,20,Single,1025.0,0.71,q,2,g,49,0.0,Yes
159,18,Married,925.0,1,c,4,g,80,500.0,Yes
160,50,Single,1254.0,2.29,aa,3,g,156,0.0,Yes
162,18,Single,953.9999999999999,0.085,aa,0,g,100,0.0,Yes
163,37,Single,550.0,0.125,q,0,g,228,0.0,Yes
166,22,Married,846.0000000000001,2.46,x,0,g,164,0.0,Yes
169,47,Single,300.0,13.875,x,2,g,519,1704.0,Yes
172,20,Single,183.5,2.085,q,5,g,220,2503.0,Yes
181,19,Single,21.0,0.29,q,11,g,80,99.0,Yes
188,20,Single,953.9999999999999,0.04,i,0,g,200,1000.0,No
189,24,Married,175.0,0.165,c,0,g,132,0.0,No
191,20,Married,1050.0,0,x,0,g,154,32.0,No
195,32,Single,600.0,1.25,d,0,g,272,0.0,No
203,19,Single,541.5,0.29,i,0,g,80,484.0,No
204,18,Married,1000.0,0.165,q,0,g,340,0.0,No
209,16,Single,125.0,0.25,q,1,g,108,98.0,No
213,21,Married,175.0,0,j,0,g,160,0.0,No
215,18,Single,1000.0,1,w,1,g,120,1.0,No
