2,27,5,1.54,3000.0,3.75,Approved,Single
3,33,0,1.04,3.1285E7,6.5,Approved,Single
5,54,0,0.5,314000.0,3.96,Approved,Married
6,42,0,4.915,1442000.0,3.165,Approved,Married
7,29,0,1.835,200000.0,4.335,Approved,Single
8,48,0,6.04,2690000.0,0.04,Approved,Single
10,25,17,11.25,1208000.0,2.5,Approved,Single
13,42,6,1.04,1.0E7,5,Approved,Single
14,49,15,7.585,5000000.0,7.585,Approved,Single
17,27,11,1.5,35000.0,2,Approved,Single
18,27,12,1.585,713000.0,1.835,Approved,Single
20,27,2,0.585,500000.0,0.25,Approved,Married
21,54,11,9.415,300000.0,14.415,Approved,Single
22,34,12,9.17,221000.0,4.5,Approved,Single
23,28,11,15.0,2283000.0,5.335,Approved,Single
24,29,1,1.415,100000.0,0.75,Approved,Single
25,56,40,28.0,15000.0,28.5,Approved,Married
26,54,11,6.75,284000.0,2.625,Approved,Single
28,31,3,4.46,300000.0,6.04,Approved,Single
29,37,0,2.04,5800000.0,0.04,Approved,Single
30,34,0,2.5,200000.0,0,Approved,Single
31,23,0,11.625,300000.0,0.835,Approved,Married
32,31,9,16.165,730000.0,3,Approved,Single
34,34,1,1.54,5.0E7,1.54,Approved,Single
36,25,3,0.375,1.5108E7,0.25,Approved,Single
37,19,7,6.5,2954000.0,1.46,Approved,Single
38,35,1,25.125,500000.0,1.625,Approved,Single
39,44,0,7.0,2000.0,1.625,NotApproved,Married
40,21,1,1.165,20000.0,2.5,NotApproved,Married
42,52,0,1.375,100000.0,9.46,NotApproved,Married
43,28,0,1.5,225000.0,1.5,NotApproved,Married
44,23,0,0.625,1000.0,0.125,NotApproved,Married
46,37,0,1.75,400000.0,0.25,NotApproved,Married
47,18,2,5.0,38000.0,0.375,NotApproved,Single
48,25,2,12.0,5000.0,2.25,NotApproved,Single
49,54,20,15.5,130000.0,0,NotApproved,Single
52,20,3,1.25,210000.0,1.375,NotApproved,Married
53,37,7,7.0,5000.0,11.5,NotApproved,Single
54,52,15,6.5,1.1202E7,6.29,Approved,Single
55,57,6,7.04,1332000.0,14,Approved,Single
57,39,1,6.21,300000.0,0.04,Approved,Single
58,25,67,12.5,258000.0,1.21,Approved,Single
60,34,6,5.0,1000000.0,7.5,Approved,Single
61,47,12,2.5,2510000.0,2.5,Approved,Single
62,22,7,11.0,809000.0,2.5,Approved,Single
63,34,2,4.25,610000.0,3.25,Approved,Single
64,20,1,1.835,150000.0,2.25,Approved,Single
66,36,6,5.0,367000.0,2.5,Approved,Single
67,32,12,5.5,1000000.0,5.5,Approved,Single
68,39,3,0.54,1000000.0,0.5,Approved,Married
72,43,8,0.29,375000.0,1.75,Approved,Married
73,22,1,11.0,278000.0,2,Approved,Single
74,27,9,1.665,827000.0,5.085,Approved,Single
75,32,6,2.5,2072000.0,2.75,Approved,Single
76,23,3,1.5,582000.0,2.375,Approved,Single
82,23,11,2.5,2184000.0,1.085,Approved,Single
84,34,1,0.08,2000000.0,0.04,Approved,Married
85,27,4,2.0,7544000.0,1,Approved,Single
86,44,2,2.0,15000.0,1.75,Approved,Single
87,25,1,1.71,20000.0,1.665,Approved,Single
90,19,0,9.5,400000.0,1,Approved,Single
92,36,0,3.25,639000.0,9,Approved,Single
93,56,0,12.5,2028000.0,8,Approved,Single
94,27,0,1.5,1065000.0,0.375,Approved,Married
97,20,14,8.17,158000.0,1.96,Approved,Single
98,47,20,0.29,1.5E7,15,Approved,Single
102,48,9,8.5,1655000.0,12.5,Approved,Single
103,40,1,6.5,500000.0,3.5,Approved,Single
104,40,7,5.0,3065000.0,5,Approved,Single
106,41,0,0.96,600000.0,2.5,Approved,Single
107,28,8,5.04,7000.0,1.5,Approved,Married
108,48,12,7.625,790000.0,15.5,Approved,Single
109,27,3,2.04,560000.0,2,Approved,Married
110,22,9,10.04,396000.0,0.04,Approved,Single
113,24,6,2.75,600000.0,2.25,Approved,Single
114,36,1,2.125,1187000.0,0.085,Approved,Married
116,28,6,9.335,168000.0,5.665,Approved,Single
117,35,7,2.5,1270000.0,4.5,Approved,Single
118,39,16,4.25,1210000.0,6.5,Approved,Single
119,60,15,14.5,1000000.0,18,Approved,Single
120,23,9,11.5,742000.0,3.5,Approved,Single
121,55,5,11.5,8851000.0,5,Approved,Single
123,25,7,3.5,7059000.0,0.625,Approved,Single
125,33,4,1.75,857000.0,4.5,Approved,Single
126,27,0,13.75,500000.0,5.75,Approved,Single
129,21,1,7.5,9800000.0,1.415,Approved,Single
130,38,6,10.125,196000.0,2.5,Approved,Single
131,48,3,25.085,14000.0,1.75,Approved,Single
133,18,2,2.0,300000.0,1.5,Approved,Single
134,33,1,3.04,1.8027E7,2.04,Approved,Married
135,45,1,8.5,2000000.0,14,Approved,Single
137,24,2,12.75,444000.0,4.75,Approved,Single
138,40,11,21.5,1200000.0,20,Approved,Single
140,"",0,0.625,2010000.0,0.25,NotApproved,Single
141,18,0,10.25,13000.0,1.085,NotApproved,Single
145,17,0,0.085,722000.0,0.04,NotApproved,Married
146,18,0,0.165,40000.0,0.21,Approved,Single
148,21,0,0.875,204000.0,0.25,NotApproved,Married
149,23,0,0.585,1000.0,0.125,NotApproved,Married
151,23,2,12.625,5552000.0,0.125,NotApproved,Single
152,17,1,10.0,1000.0,0.165,NotApproved,Single
154,29,1,0.58,2803000.0,0.29,NotApproved,Single
155,18,1,0.415,1000.0,0.165,NotApproved,Married
157,25,1,0.54,444000.0,0.165,NotApproved,Single
158,35,2,2.415,1000.0,0.125,NotApproved,Single
161,69,1,9.0,6000.0,4,NotApproved,Single
